Phytochemical,PlantName,PubMed Id
mulberroside C,Morus alba,12648543
oxydihydromorusin,Morus alba,12648543
1-deoxynojirimycin,Morus multicaulis,17608222
2-O-alpha-D-galactopyranosyl-1-deoxynojirimycin,Morus multicaulis,17608222
D-alpha-alanine,Morus multicaulis,17608222
D-aspartic acid,Morus multicaulis,17608222
dausterol,Morus multicaulis,17608222
fagomine,Morus multicaulis,17608222
kaempferol,Morus multicaulis,17608222
L-proline,Morus multicaulis,17608222
multicaulisin,Morus multicaulis,10727827
myo-inositol,Morus multicaulis,17608222
quercetin,Morus multicaulis,17608222
quercetin-7-O-beta-D-glucoside,Morus multicaulis,17608222
scopoletin,Morus multicaulis,17608222
alkaloids,Murdannia loriformis,22536985
alpha-caryophyllene,Murraya exotica,20736910
alpha-pinene,Murraya exotica,20736910
caryophyllene oxide,Murraya exotica,20736910
spathulenol,Murraya exotica,20736910
bisgerayafoline A,Murraya koenigii,23691929
bisgerayafoline B,Murraya koenigii,23691929
bisgerayafoline C,Murraya koenigii,23691929
Alkaloides,Myrianthus arboreus,20161918
"3,5,4'-trihydroxy-7,3'-dimethoxyflavone",Myricaria bracteata,16722376
"3,5,4'-trihydroxy-7-methoxyflavone",Myricaria bracteata,16722376
beta-sitosterol,Myricaria bracteata,16722376
chrysoerio,Myricaria bracteata,16722376
daucosterol,Myricaria bracteata,16722376
gallic acid,Myricaria bracteata,16722376
gallic acid ethylester,Myricaria bracteata,16722376
kaempferol,Myricaria bracteata,16722376
quercetin,Myricaria bracteata,16722376
quercetin-3-O-alpha-L-rhamnopyranoside,Myricaria bracteata,16722376
rhamnetin,Myricaria bracteata,16722376
beta-sitosterol,Neo-Taraxacum siphonathum,19639786
caffeic acid,Neo-Taraxacum siphonathum,19639786
chlorogenic acid,Neo-Taraxacum siphonathum,19639786
daucosterol,Neo-Taraxacum siphonathum,19639786
luteolin-7-O-beta-D-glucopyranoside,Neo-Taraxacum siphonathum,19639786
quercetin,Neo-Taraxacum siphonathum,19639786
quercetin-3-O-alpha-D-arabinofuranoside,Neo-Taraxacum siphonathum,19639786
quercetin-3-O-alpha-D-arabinopyranoside,Neo-Taraxacum siphonathum,19639786
quercetin-3-O-beta-D-glucopyranoside,Neo-Taraxacum siphonathum,19639786
luteolin,Neo-Taraxacum siphonathumNeo-Taraxacum siphonathum,19639786
beta-sitosterol,Nepeta distans,21213980
eugenol,Nepeta distans,21213980
markhamioside F,Nepeta distans,21213980
nepatanol,Nepeta distans,21213980
nepedinol,Nepeta distans,21213980
netidiol,Nepeta distans,21213980
oleanolic acid,Nepeta distans,21213980
thymoquinone,Nepeta distans,21213980
ursolic acid,Nepeta distans,21213980
(E)-beta-farnesene,Nepeta nepetella,21834248
(E)-beta-ocimene,Nepeta nepetella,21834248
"1,8-cineole",Nepeta nepetella,21834248
"4aalpha,7alpha,7aalpha-nepetalactone",Nepeta nepetella,21834248
"4aalpha,7beta,7aalpha-nepetalactone",Nepeta nepetella,21834248
beta-pinene,Nepeta nepetella,21834248
dihydro,Nepeta nepetella,17340262
epinepetalactone,Nepeta nepetella,17340262
germacrene D,Nepeta nepetella,21834248
neonepetalactone,Nepeta nepetella,17340262
Nepetalactone,Nepeta nepetella,17340262
nervilifordin A,Nervilia fordii,19422205
nervilifordin B,Nervilia fordii,19422205
nervilifordin C,Nervilia fordii,19422205
nervilifordin D,Nervilia fordii,19422205
nervilifordin E,Nervilia fordii,19422205
alkaloids,Newbouldia laevis,20161915
nicotphenol A,Nicotiana tabacum,22428563
nicotphenol B,Nicotiana tabacum,22428563
nicotphenol C,Nicotiana tabacum,22428563
Nigelloside A,Nigella damascena,17329900
Nigelloside B,Nigella damascena,17329900
Nigelloside C,Nigella damascena,17329900
Nigelloside D,Nigella damascena,17329900
fuzitine,Nigella glandulifera,15056964
Nigeglanine,Nigella glandulifera,15056964
alpha-hederin,Nigella sativa,22083982
carvacrol,Nigella sativa,22083982
dithymoquinone,Nigella sativa,22083982
nigellicine,Nigella sativa,22083982
nigellidine,Nigella sativa,18471018
Nigellidine 4-O-sulfite,Nigella sativa,18471018
thymohydroquinone,Nigella sativa,22083982
thymol,Nigella sativa,22083982
thymoquinone,Nigella sativa,22083982
(S)-naringenin 5-O-beta-D-glucoside,Nymphaea caerulea,18534639
24-methylenecholesterol palmitate,Nymphaea caerulea,18534639
"2S,3S,4S-trihydroxypentanoic acid",Nymphaea caerulea,18534639
"4alpha-methyl-5alpha-ergosta-7,24(28)-diene-3beta,4beta-diol",Nymphaea caerulea,18534639
4-methoxybenzoic acid,Nymphaea caerulea,18534639
beta-sitosterol,Nymphaea caerulea,18534639
beta-sitosterol palmitate,Nymphaea caerulea,18534639
ethyl gallate,Nymphaea caerulea,18534639
gallic acid,Nymphaea caerulea,18534639
isosalipurposide,Nymphaea caerulea,18534639
kaempferol 3-O-(3''-O-acetyl)-alpha-L-rhamnoside,Nymphaea caerulea,18534639
kaempferol 3-O-beta-D-glucoside,Nymphaea caerulea,18534639
myricetin 3-O-(3''-O-acetyl)-alpha-L-rhamnoside,Nymphaea caerulea,18534639
myricetin 3-O-alpha-L-rhamnoside,Nymphaea caerulea,18534639
myricetin 3-O-beta-D-glucoside,Nymphaea caerulea,18534639
naringenin,Nymphaea caerulea,18534639
p-coumaric acid,Nymphaea caerulea,18534639
quercetin 3-O-(3''-O-acetyl)-alpha-L-rhamnoside,Nymphaea caerulea,18534639
quercetin 3-O-alpha-L-rhamnoside,Nymphaea caerulea,18534639
quercetin 3-O-beta-D-glucoside,Nymphaea caerulea,18534639
kaempferol,Nymphaea candida,17613618
kaempferol 3-O-(2''-O-galloylrutinoside),Nymphaea candida,17613618
kaempferol 3-O-alpha-l-rhamnopyranoside,Nymphaea candida,17613618
kaempferol 3-O-alpha-l-rhamnopyranosylglucopyranoside,Nymphaea candida,17613618
kaempferol 3-O-beta-D-glucopyranoside,Nymphaea candida,17613618
kaempferol 7-O-beta-D-glucopyranoside 3-(O-alpha-l-rhamnopyranosylglucopyranoside),Nymphaea candida,17613618
myricetin,Nymphaea candida,17613618
myricetin 3'-O-beta-D-xylopyranoside,Nymphaea candida,17613618
quercetin,Nymphaea candida,17613618
quercetin 3-O-beta-D-xylopyranoside,Nymphaea candida,17613618
icariside E,Nymphaea odorata,12713413
kaempferol 3-O-alpha-l-rhamnopyranoside,Nymphaea odorata,12713413
myricetin 3-O-(6' '-O-acetyl)-beta-d-galactopyranoside,Nymphaea odorata,12713413
myricetin 3-O-beta-d-galactopyranoside,Nymphaea odorata,12713413
myricitrin,Nymphaea odorata,12713413
nymphaeoside A,Nymphaea odorata,12713413
quercetin 3-O-(6' '-O-acetyl)-beta-d-galactopyranoside,Nymphaea odorata,12713413
quercetin 3-O-alpha-l-rhamnopyranoside,Nymphaea odorata,12713413
"15,16-dihydro-16-hydroperoxyplukenetione",Ochrocarpos punctatus,12141854
mammea A/AA cyclo F,Ochrocarpos punctatus,12141854
mammea A/AB cyclo D,Ochrocarpos punctatus,12141854
mammea A/AB cyclo F,Ochrocarpos punctatus,12141854
mammea A/AC cyclo F,Ochrocarpos punctatus,12141854
mammea A/AD cyclo D,Ochrocarpos punctatus,12141854
ochrocarpin A,Ochrocarpos punctatus,12141854
ochrocarpin B,Ochrocarpos punctatus,12141854
ochrocarpin C,Ochrocarpos punctatus,12141854
ochrocarpin D,Ochrocarpos punctatus,12141854
ochrocarpin E,Ochrocarpos punctatus,12141854
ochrocarpin F,Ochrocarpos punctatus,12141854
ochrocarpin G,Ochrocarpos punctatus,12141854
ochrocarpinone A,Ochrocarpos punctatus,12141854
ochrocarpinone B,Ochrocarpos punctatus,12141854
ochrocarpinone C,Ochrocarpos punctatus,12141854
Alkaloids,Ocimum tenuiflorum,22654584
Leucoanthocyanin,Ocimum tenuiflorum,22654584
"(8'Z)-1,3-dihydroxy-5-[14'-(3' ',5' '-dihydroxyphenyl)-8'-tetradecen-1'-yl]benzene",Oncostemon bojerianum,12444688
"(8'Z)-1,3-dihydroxy-5-[16'-(3' ',5' '-dihydroxyphenyl)-8'-hexadecen-1'-yl]benzene",Oncostemon bojerianum,12444688
oncostemonol A,Oncostemon bojerianum,12444688
oncostemonol B,Oncostemon bojerianum,12444688
oncostemonol C,Oncostemon bojerianum,12444688
oncostemonol D,Oncostemon bojerianum,12444688
oncostemonol E,Oncostemon bojerianum,12444688
oncostemonol F,Oncostemon bojerianum,12444688
oncostemonol G,Oncostemon bojerianum,12444688
oncostemonol H,Oncostemon bojerianum,12444688
7-dihy-droxy-6-methyl-3-(4'-hydroxybenzyl) chroman-4-one,Ophiopogon japonicus,21954559
beta-sitosterol,Ophiopogon japonicus,21954559
daucosterol,Ophiopogon japonicus,21954559
dioscin,Ophiopogon japonicus,21954559
diosgenin,Ophiopogon japonicus,21954559
glucose,Ophiopogon japonicus,21954559
"kaempferol-3-O-(6""-acetyl) -beta-D-glucopyranosides",Ophiopogon japonicus,21954559
"kaempferol-3-O-(6""-tigloyl) -beta-D-glucopyranosides",Ophiopogon japonicus,21954559
kaempferol-3-O-beta-D-glucopyranosides,Ophiopogon japonicus,21954559
luteolin,Ophiopogon japonicus,21954559
ophiopogonin C',Ophiopogon japonicus,21954559
oleanolic acid,Origanum vulgare,21772760
origanol A,Origanum vulgare,21772760
origanol B,Origanum vulgare,21772760
triacontanol,Origanum vulgare,21772760
ursolic acid,Origanum vulgare,21772760
?-sitosterol,Origanum vulgare,21772760
beta-sitosterol,Orobanche coerulescens,18300497
caffeic acid,Orobanche coerulescens,18300497
daucosterol,Orobanche coerulescens,18300497
D-mannitol,Orobanche coerulescens,18300497
protocatechuic aldehyde,Orobanche coerulescens,18300497
succinic acid,Orobanche coerulescens,18300497
alkaloids,Oroxylum indicum,22536985
floralginsenoside Ta,Panax ginseng,19926279
floralginsenoside Tb,Panax ginseng,19926279
floralginsenoside Tc,Panax ginseng,19926279
floralginsenoside Td,Panax ginseng,19926279
ginsenoside F,Panax ginseng,19926279
ginsenoside F,Panax ginseng,19926279
floralginsenoside Ka,Panax ginseng C.A. Meyer,20030409
floralginsenoside Kb,Panax ginseng C.A. Meyer,20030409
floralginsenoside Kc,Panax ginseng C.A. Meyer,20030409
ginsenoside I,Panax ginseng C.A. Meyer,20030409
ginsenoside II,Panax ginseng C.A. Meyer,20030409
ginsenoside Rb,Panax ginseng C.A. Meyer,20030409
majoroside F,Panax ginseng C.A. Meyer,20030409
vinaginsenoside R,Panax ginseng C.A. Meyer,20030409
chikusetsusaponin FK1,Panax japonicus C. A. MEYER,22382416
chikusetsusaponin FK2,Panax japonicus C. A. MEYER,22382416
chikusetsusaponin FK3,Panax japonicus C. A. MEYER,22382416
chikusetsusaponin FK4,Panax japonicus C. A. MEYER,22382416
chikusetsusaponin FK5,Panax japonicus C. A. MEYER,22382416
chikusetsusaponin FK6,Panax japonicus C. A. MEYER,22382416
chikusetsusaponin FK7,Panax japonicus C. A. MEYER,22382416
chikusetsusaponin Iva,Panax japonicus C. A. MEYER,22382416
chikusetsusaponin L10,Panax japonicus C. A. MEYER,22382416
chikusetsusaponin L5,Panax japonicus C. A. MEYER,22382416
chikusetsusaponin V,Panax japonicus C. A. MEYER,22382416
chikusetsusaponin VI,Panax japonicus C. A. MEYER,22382416
floralquinquenoside E,Panax japonicus C. A. MEYER,22382416
ginsenoside Rb3,Panax japonicus C. A. MEYER,22382416
ginsenoside Rc,Panax japonicus C. A. MEYER,22382416
ginsenoside Re,Panax japonicus C. A. MEYER,22382416
ginsenoside Rg1,Panax japonicus C. A. MEYER,22382416
notoginsenoside R1,Panax japonicus C. A. MEYER,22382416
pseudo-ginsenoside RS1,Panax japonicus C. A. MEYER,22382416
24(R)-ginsenoside Rg3,Panax notoginseng (Burk.) F. H,15015374
24(R)-pseudoginsenoside RT5,Panax notoginseng (Burk.) F. H,15015374
F11,Panax notoginseng (Burk.) F. H,15015374
ginsenoside Rg1,Panax notoginseng (Burk.) F. H,15015374
notoginsenoside K,Panax notoginseng (Burk.) F. H,15015374
notoginsenoside L,Panax notoginseng (Burk.) F. H,11724237
notoginsenoside M,Panax notoginseng (Burk.) F. H,11724237
notoginsenoside N,Panax notoginseng (Burk.) F. H,11724237
Rb1,Panax notoginseng (Burk.) F. H,15015374
Rb2,Panax notoginseng (Burk.) F. H,15015374
Rc,Panax notoginseng (Burk.) F. H,15015374
Rd,Panax notoginseng (Burk.) F. H,15015374
Re,Panax notoginseng (Burk.) F. H,15015374
notoginsenoside A,Panax notoginseng (Burk.) F.H.,9214709
notoginsenoside B,Panax notoginseng (Burk.) F.H.,9214709
notoginsenoside C,Panax notoginseng (Burk.) F.H.,9214709
notoginsenoside D,Panax notoginseng (Burk.) F.H.,9214709
notoginsenoside E,Panax notoginseng (Burk.) F.H.,9214709
notoginsenoside F,Panax notoginseng (Burk.) F.H.,9214709
notoginsenoside G,Panax notoginseng (Burk.) F.H.,9214709
notoginsenoside H,Panax notoginseng (Burk.) F.H.,9214709
notoginsenoside I,Panax notoginseng (Burk.) F.H.,9214709
notoginsenoside J,Panax notoginseng (Burk.) F.H.,9214709
galanthamine,Pancratium maritimum,17253308
lycoramine,Pancratium maritimum,17253308
lycorine,Pancratium maritimum,17253308
maritidine,Pancratium maritimum,17253308
"N-methyl-8,9-methylenedioxy-6-phenanthridone",Pancratium maritimum,23970422
"N-methyl-8,9-methylenedioxyphenanthridine",Pancratium maritimum,23970422
norismine,Pancratium maritimum,23970422
pancrimatine A,Pancratium maritimum,23970422
pancrimatine B,Pancratium maritimum,23970422
pancrimatine C,Pancratium maritimum,23970422
trispheridine,Pancratium maritimum,23970422
yunnanensins A,Parakmeria yunnanensis,23444043
yunnanensins B,Parakmeria yunnanensis,23444043
yunnanensins C,Parakmeria yunnanensis,23444043
1-acetoxy-3-hydroxypropan-2-yl-3-hydroxypentanoate,Paulownia fortunei,19960943
3 '-O-methyldiplacone,Paulownia fortunei,17571764
3alpha-hydroxyl-ursolicacid ,Paulownia fortunei,18998567
4-hydroxybenzyl-beta-D-glucoside,Paulownia fortunei,19960943
abscisic acid,Paulownia fortunei,19960943
anserinoside,Paulownia fortunei,18998567
apigenin,Paulownia fortunei,18998567
apigenin,Paulownia fortunei,19960943
Arbutin,Paulownia fortunei,19960943
beta-sitosterol,Paulownia fortunei,18998567
beta-sitosterol,Paulownia fortunei,17571764
daucosterol,Paulownia fortunei,17571764
daucosterol,Paulownia fortunei,18998567
diplacone,Paulownia fortunei,17571764
Hesperetin,Paulownia fortunei,19960943
luteolin,Paulownia fortunei,19960943
luteolin,Paulownia fortunei,18998567
mimulone,Paulownia fortunei,17571764
mimulone,Paulownia fortunei,18998567
Naringenin-7-O-beta-D-glucoside,Paulownia fortunei,19960943
ursolic acid,Paulownia fortunei,17571764
ursolicacid,Paulownia fortunei,18998567
tomentin A,Paulownia tomentosa,23623680
tomentin B,Paulownia tomentosa,23623680
tomentin C,Paulownia tomentosa,23623680
tomentin D,Paulownia tomentosa,23623680
tomentin E,Paulownia tomentosa,23623680
(l)-linalool,Pelargonium graveolens,23027699
10-epi-?-eudesmol,Pelargonium graveolens,23027699
citronellyl formate,Pelargonium graveolens,23027699
geraniol,Pelargonium graveolens,23027699
geranyl formate,Pelargonium graveolens,23027699
isorhamnetin aglycone,Pelargonium graveolens,23027699
"kaempferol 3,7-di-O-glucoside",Pelargonium graveolens,23027699
kaempferol 3-O-glucoside,Pelargonium graveolens,23027699
Kaempferol 3-O-rhamnoside-glucoside,Pelargonium graveolens,23027699
myrisetin 3-O-glucoside-rhamnoside,Pelargonium graveolens,23027699
quercetin 3-O-glucoside,Pelargonium graveolens,23027699
quercetin 3-O-pentose,Pelargonium graveolens,23027699
quercetin 3-O-pentoside-glucoside,Pelargonium graveolens,23027699
quercetin 3-O-rhamnoside-glucoside,Pelargonium graveolens,23027699
?-citronellol,Pelargonium graveolens,23027699
alkaloids,Peltophorum pterocarpum,22536985
(-)-epicathechin,Pentadesma butyracea,20927694
"1,3,5-trihydroxy-2-methoxyxanthone",Pentadesma butyracea,20927694
butyraxanthones A,Pentadesma butyracea,19296616
butyraxanthones B,Pentadesma butyracea,19296616
butyraxanthones C,Pentadesma butyracea,19296616
butyraxanthones D,Pentadesma butyracea,19296616
cratoxylone,Pentadesma butyracea,20927694
garcinone E,Pentadesma butyracea,20927694
lupeol,Pentadesma butyracea,20927694
pentadexanthone,Pentadesma butyracea,20927694
?-mangostin,Pentadesma butyracea,20927694
(-)-8-oxocanadine,Pericampylus glaucus,18396905
(-)-8-oxotetrahydropalmatine,Pericampylus glaucus,18396905
bututic acid,Pericampylus glaucus,11243154
daucosterol,Pericampylus glaucus,11243154
epifriedelinol,Pericampylus glaucus,11243154
melissic acid,Pericampylus glaucus,11243154
norruffscine,Pericampylus glaucus,18396905
palmatic acid,Pericampylus glaucus,11243154
periglaucine A,Pericampylus glaucus,18396905
periglaucine B,Pericampylus glaucus,18396905
periglaucine C,Pericampylus glaucus,18396905
periglaucine D,Pericampylus glaucus,18396905
stearic acid,Pericampylus glaucus,11243154
icariside C,Phaleria macrocarpa,18404325
mangiferin,Phaleria macrocarpa,18404325
phalerin,Phaleria macrocarpa,18404325
alyssonoside,Phlomis integrifolia,14713158
chrysoeriol-7-O-beta-D-glucopyranoside,Phlomis integrifolia,14713158
integrifolioside A,Phlomis integrifolia,14713158
integrifolioside B,Phlomis integrifolia,14713158
"2-butoxy-2-(hydroxymthyl) tetrahydro-2H-3,4,5-pyrantriol",Phlomis younghusbandii,18300491
8-acetylshanzhiside methyl ester,Phlomis younghusbandii,18300491
daucosterol,Phlomis younghusbandii,18300491
luteolin-7-O-beta-D-glucopyranoside,Phlomis younghusbandii,18300491
phlomiol,Phlomis younghusbandii,18300491
pulchelloside I,Phlomis younghusbandii,18300491
sesamoside,Phlomis younghusbandii,18300491
shanzhiside methyl ester,Phlomis younghusbandii,18300491
alkaloids,Phyllanthus amarus,21982793
hydrolysable tannins,Phyllanthus amarus,21982793
lignans,Phyllanthus amarus,21982793
polyphenols,Phyllanthus amarus,21982793
anthraquinons,Phyllanthus muellerianus,21867554
coumarins,Phyllanthus muellerianus,21867554
reducing sugars,Phyllanthus muellerianus,21867554
sterols,Phyllanthus muellerianus,21867554
corilagin,Phyllanthus niruri,23410205
beta-sitosterol,Phyllanthus urinaria,8009999
daucosterol,Phyllanthus urinaria,8009999
ellagic acid,Phyllanthus urinaria,8009999
gallic acid,Phyllanthus urinaria,8009999
kaempferol,Phyllanthus urinaria,8009999
methyl brevifolin carboxylate,Phyllanthus urinaria,8009999
methyl ester dehydrochebulic acid,Phyllanthus urinaria,8009999
n-octadecane,Phyllanthus urinaria,8009999
quercetin,Phyllanthus urinaria,8009999
rutin,Phyllanthus urinaria,8009999
"4-hydroxy-2,3-dimethoxybenzaldehyde",Phyllodium pulchellum,15921433
citrusinol,Phyllodium pulchellum,15921433
methyl piperitol,Phyllodium pulchellum,15921433
pulchelstyrene A,Phyllodium pulchellum,15921433
pulchelstyrene B,Phyllodium pulchellum,15921433
pulchelstyrene C,Phyllodium pulchellum,15921433
pulchelstyrene D,Phyllodium pulchellum,15921433
yukovanol,Phyllodium pulchellum,15921433
"4-hydroxy-3-methoxy cinnamic acid, ethyl este",Phyllostachys pubescens,16494028
p-hydroxybenzaldehyde,Phyllostachys pubescens,16494028
syringic acid,Phyllostachys pubescens,16494028
syringic aldehyde,Phyllostachys pubescens,16494028
vanillic acid,Phyllostachys pubescens,16494028
vanillin,Phyllostachys pubescens,16494028
(E)-caryophyllene,Piper Gaudichaudianum Kunth,19563855
(E)-nerolidol,Piper Gaudichaudianum Kunth,19563855
alpha-humulene,Piper Gaudichaudianum Kunth,19563855
bicyclogermacrene,Piper Gaudichaudianum Kunth,19563855
alkaloids,Piper nigrum,22536985
