"","FOUND_BY","PREFERRED_NAME","INCHIKEY","SMILES","INCHI_STRING","MOLECULAR_FORMULA","MONOISOTOPIC_MASS","MS_READY_SMILES","QSAR_READY_SMILES","BIOCONCENTRATION_FACTOR_TEST_PRED","BOILING_POINT_DEGC_TEST_PRED","X48HR_DAPHNIA_LC50_MOL.L_TEST_PRED","DENSITY_G.CM.3_TEST_PRED","DEVTOX_TEST_PRED","X96HR_FATHEAD_MINNOW_MOL.L_TEST_PRED","FLASH_POINT_DEGC_TEST_PRED","MELTING_POINT_DEGC_TEST_PRED","AMES_MUTAGENICITY_TEST_PRED","ORAL_RAT_LD50_MOL.KG_TEST_PRED","SURFACE_TENSION_DYN.CM_TEST_PRED","THERMAL_CONDUCTIVITY_MW..M.K._TEST_PRED","TETRAHYMENA_PYRIFORMIS_IGC50_MOL.L_TEST_PRED","VISCOSITY_CP_CP_TEST_PRED","VAPOR_PRESSURE_MMHG_TEST_PRED","WATER_SOLUBILITY_MOL.L_TEST_PRED","ATMOSPHERIC_HYDROXYLATION_RATE_.AOH._CM3.MOLECULE.SEC_OPERA_PRED","BIOCONCENTRATION_FACTOR_OPERA_PRED","BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED","BOILING_POINT_DEGC_OPERA_PRED","HENRYS_LAW_ATM.M3.MOLE_OPERA_PRED","OPERA_KM_DAYS_OPERA_PRED","OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED","SOIL_ADSORPTION_COEFFICIENT_KOC_L.KG_OPERA_PRED","OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED","MELTING_POINT_DEGC_OPERA_PRED","VAPOR_PRESSURE_MMHG_OPERA_PRED","WATER_SOLUBILITY_MOL.L_OPERA_PRED","atom_stereo_count","bond_stereo_count","canonical_smiles","charge","cid","complexity","covalent_unit_count","defined_atom_stereo_count","defined_bond_stereo_count","exact_mass","h_bond_acceptor_count","h_bond_donor_count","heavy_atom_count","inchi","isomeric_smiles","iupac_name","molecular_formula","molecular_weight","monoisotopic_mass","rotatable_bond_count","tpsa","undefined_atom_stereo_count","undefined_bond_stereo_count","xlogp"
"7123","Indigo InChIKey","dl-Carvone","ULDHMXUKGWMISQ-UHFFFAOYSA-N","CC(=C)C1CC=C(C)C(=O)C1","InChI=1/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3","C10H14O","150.1044651","CC(=C)C1CC=C(C)C(=O)C1","CC(=C)C1CC=C(C)C(=O)C1","4.62381","224.341","0.000011995","0.954","0.797","3.70681E-05","83.119","35.358","0.198","0.0108893","34.201","-","-","-","0.155955","0.00486407","1.64966E-10","10.3952","3.48034","230.229","0.000329157","0.0911839","5.05726","213.171","2.36204","8.78191","0.103175","0.00873173",1,0,"CC1=CCC(CC1=O)C(=C)C",0,7439,223,1,0,0,150.10446507,1,0,11,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3","CC1=CCC(CC1=O)C(=C)C","2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","C10H14O",150.22,150.10446507,1,17.1,1,0,2.4
"7154","InChIKey","Octyl acetate","YLYBTZIQSIBWLI-UHFFFAOYSA-N","CCCCCCCCOC(C)=O","InChI=1S/C10H20O2/c1-3-4-5-6-7-8-9-12-10(2)11/h3-9H2,1-2H3","C10H20O2","172.1463299","CCCCCCCCOC(C)=O","CCCCCCCCOC(C)=O","41.4954","210.495","0.000146893","0.882","0.693","2.83792E-05","80.705","-37.753","0.059","0.00887156","26.793","139.667","9.61612E-05","1.62555","0.128529","0.000372392","1.13075E-11","28.9661","4.93184","208.74","0.000239543","2.2067","5.06313","550.175","4.07928","-40.5074","0.171675","0.000321257",0,0,"CCCCCCCCOC(=O)C",0,8164,110,1,0,0,172.14632988,2,0,12,"InChI=1S/C10H20O2/c1-3-4-5-6-7-8-9-12-10(2)11/h3-9H2,1-2H3","CCCCCCCCOC(=O)C","octyl acetate","C10H20O2",172.26,172.14632988,8,26.3,0,0,3.4
"7170","Indigo InChIKey","[4-(Prop-1-en-2-yl)cyclohex-1-en-1-yl]methyl acetate","WTXBCFKGCNWPLS-UHFFFAOYSA-N","CC(=O)OCC1=CCC(CC1)C(C)=C","InChI=1/C12H18O2/c1-9(2)12-6-4-11(5-7-12)8-14-10(3)13/h4,12H,1,5-8H2,2-3H3","C12H18O2","194.1306798","CC(=O)OCC1=CCC(CC1)C(C)=C","CC(=O)OCC1=CCC(CC1)C(C)=C","23.3346","245.268","1.25026E-05","0.94","0.73","8.57038E-06","93.265","33.693","0.034","0.0140281","30.555","134.086","8.89201E-05","3.95367","0.0178649","0.000559758","1.6508E-10","19.1713","4.4394","239.933","0.000367393","0.708206","5.82142","123.71","3.52703","-6.16365","0.0374004","0.0113102",1,0,"CC(=C)C1CCC(=CC1)COC(=O)C",0,61780,264,1,0,0,194.13067982,2,0,14,"InChI=1S/C12H18O2/c1-9(2)12-6-4-11(5-7-12)8-14-10(3)13/h4,12H,1,5-8H2,2-3H3","CC(=C)C1CCC(=CC1)COC(=O)C","(4-prop-1-en-2-ylcyclohexen-1-yl)methyl acetate","C12H18O2",194.27,194.13067982,4,26.3,1,0,2.7
"7171","InChIKey","2-Cyclohexen-1-one, 3-methyl-6-(1-methylethylidene)-","HKZQJZIFODOLFR-UHFFFAOYSA-N","CC(C)=C1CCC(C)=CC1=O","InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h6H,4-5H2,1-3H3","C10H14O","150.1044651","CC(C)=C1CCC(C)=CC1=O","CC(C)=C1CCC(C)=CC1=O","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.22319E-11","9.50052","5.32166","235.857","0.000694428","0.0907505","5.2725","403.304","2.73082","12.7301","0.151322","0.012385",0,0,"CC1=CC(=O)C(=C(C)C)CC1",0,381152,240,1,0,0,150.10446507,1,0,11,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h6H,4-5H2,1-3H3","CC1=CC(=O)C(=C(C)C)CC1","3-methyl-6-propan-2-ylidenecyclohex-2-en-1-one","C10H14O",150.22,150.10446507,0,17.1,0,0,2.2
"7172","InChIKey","p-Mentha-1,5-dien-8-ol","FQEXRDMYDXBXEO-UHFFFAOYSA-N","CC1=CCC(C=C1)C(C)(C)O","InChI=1S/C10H16O/c1-8-4-6-9(7-5-8)10(2,3)11/h4-6,9,11H,7H2,1-3H3","C10H16O","152.1201151","CC1=CCC(C=C1)C(C)(C)O","CC1=CCC(C=C1)C(C)(C)O","31.1172","227.617","5.94292E-05","0.943","0.875","0.000146555","86.605","58.76","0.037","0.013122","29.19","133.232","0.0011324","6.26614","0.0767362","0.0149968","1.86207E-10","8.74097","2.53286","225.398","2.80657E-06","0.0796031","6.95215","92.0805","2.6595","41.2545","0.0208172","0.00695012",1,0,"CC1=CCC(C=C1)C(C)(C)O",0,519323,199,1,0,0,152.12011514,1,1,11,"InChI=1S/C10H16O/c1-8-4-6-9(7-5-8)10(2,3)11/h4-6,9,11H,7H2,1-3H3","CC1=CCC(C=C1)C(C)(C)O","2-(4-methylcyclohexa-2,4-dien-1-yl)propan-2-ol","C10H16O",152.23,152.12011514,1,20.2,1,0,1.8
"7186","InChIKey","3-Cyclohexene-1-methanol, .alpha.,.alpha.,4-trimethyl-, (1R)-","WUOACPNHFRMFPN-VIFPVBQESA-N","CC1=CC[C@@H](CC1)C(C)(C)O","InChI=1S/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3/t9-/m0/s1","C10H18O","154.1357652","CC1=CCC(CC1)C(C)(C)O","CC1=CCC(CC1)C(C)(C)O","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.9782E-11","9.17552","2.66041","219.067","2.23645E-06","0.118183","7.15546","186.165","2.98107","37.1122","0.0422332","0.00545271",1,0,"CC1=CCC(CC1)C(C)(C)O",0,442501,168,1,1,0,154.1357652,1,1,11,"InChI=1S/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3/t9-/m0/s1","CC1=CC[C@@H](CC1)C(C)(C)O","2-[(1R)-4-methylcyclohex-3-en-1-yl]propan-2-ol","C10H18O",154.25,154.1357652,1,20.2,0,0,1.8
"7187","InChIKey","m-Cymene","XCYJPXQACVEIOS-UHFFFAOYSA-N","CC(C)C1=CC(C)=CC=C1","InChI=1S/C10H14/c1-8(2)10-6-4-5-9(3)7-10/h4-8H,1-3H3","C10H14","134.1095505","CC(C)C1=CC(C)=CC=C1","CC(C)C1=CC(C)=CC=C1","352.371","172.759","2.79254E-05","0.868","0.665","8.01678E-05","50.765","-52.703","-","0.0209894","28.127","122.815","0.000218776","1.56315","1.46555","0.00054325","1.22742E-11","536.408","5.0415","176.649","0.00796001","1.17435","4.30931","746.807","4.49444","-67.9752","1.70247","0.00023576",0,0,"CC1=CC(=CC=C1)C(C)C",0,10812,94.2,1,0,0,134.10955045,0,0,10,"InChI=1S/C10H14/c1-8(2)10-6-4-5-9(3)7-10/h4-8H,1-3H3","CC1=CC(=CC=C1)C(C)C","1-methyl-3-propan-2-ylbenzene","C10H14",134.22,134.10955045,1,0,0,0,4
"7308","InChIKey","1,3,5-Trihydroxyxanthone","XESIWQIMUSNPRO-UHFFFAOYSA-N","OC1=CC(O)=C2C(OC3=C(C=CC=C3O)C2=O)=C1","InChI=1S/C13H8O5/c14-6-4-9(16)11-10(5-6)18-13-7(12(11)17)2-1-3-8(13)15/h1-5,14-16H","C13H8O5","244.0371734","OC1=CC(O)=C2C(OC3=C(C=CC=C3O)C2=O)=C1","OC1=CC(O)=C2C(OC3=C(C=CC=C3O)C2=O)=C1","18.0717","412.347","6.88652E-05","1.567","0.682","6.77641E-06","225.02","260.356","1.033","0.006223","-","-","4.28549E-05","-","9.31108E-10","0.00021928","1.03628E-11","35.3106","19.417","380.61","5.19805E-09","0.581882","9.2147","2412.19","2.85772","269.582","5.5236E-09","0.000335986",0,0,"C1=CC2=C(C(=C1)O)OC3=CC(=CC(=C3C2=O)O)O",0,5281663,344,1,0,0,244.03717336,5,3,18,"InChI=1S/C13H8O5/c14-6-4-9(16)11-10(5-6)18-13-7(12(11)17)2-1-3-8(13)15/h1-5,14-16H","C1=CC2=C(C(=C1)O)OC3=CC(=CC(=C3C2=O)O)O","1,3,5-trihydroxyxanthen-9-one","C13H8O5",244.2,244.03717336,0,87,0,0,2.4
"7310","InChIKey","1,5-Dihydroxyxanthone","APIPFXZYOMIJQG-UHFFFAOYSA-N","OC1=CC=CC2=C1OC1=CC=CC(O)=C1C2=O","InChI=1S/C13H8O4/c14-8-4-2-6-10-11(8)12(16)7-3-1-5-9(15)13(7)17-10/h1-6,14-15H","C13H8O4","228.0422587","OC1=CC=CC2=C1OC1=CC=CC(O)=C1C2=O","OC1=CC=CC2=C1OC1=CC=CC(O)=C1C2=O","30.3389","390.254","1.77419E-05","1.485","0.763","1.05682E-05","203.955","203.25","1.056","0.00452898","-","-","5.29663E-05","-","2.51189E-09","3.06196E-05","2.02772E-11","40.3753","19.4709","387.06","4.72604E-10","0.207001","8.41008","3441.51","3.10258","228.286","8.61358E-10","0.000168891",0,0,"C1=CC2=C(C(=C1)O)OC3=CC=CC(=C3C2=O)O",0,5480299,317,1,0,0,228.042258736,4,2,17,"InChI=1S/C13H8O4/c14-8-4-2-6-10-11(8)12(16)7-3-1-5-9(15)13(7)17-10/h1-6,14-15H","C1=CC2=C(C(=C1)O)OC3=CC=CC(=C3C2=O)O","1,5-dihydroxyxanthen-9-one","C13H8O4",228.2,228.042258736,0,66.8,0,0,2.8
"7313","InChIKey","3,6-Dimethylmangostin","FCIKYGUVHWZSJV-UHFFFAOYSA-N","COC1=C(CC=C(C)C)C(O)=C2C(=O)C3=C(CC=C(C)C)C(OC)=C(OC)C=C3OC2=C1","InChI=1S/C26H30O6/c1-14(2)8-10-16-18(29-5)12-20-23(24(16)27)25(28)22-17(11-9-15(3)4)26(31-7)21(30-6)13-19(22)32-20/h8-9,12-13,27H,10-11H2,1-7H3","C26H30O6","438.2042387","COC1=C(CC=C(C)C)C(O)=C2C(=O)C3=C(CC=C(C)C)C(OC)=C(OC)C=C3OC2=C1","COC1=C(CC=C(C)C)C(O)=C2C(=O)C3=C(CC=C(C)C)C(OC)=C(OC)C=C3OC2=C1","150.661","482.228","1.7338E-07","1.211","0.938","4.03645E-09","250.01","152.652","0.25","0.00253513","-","-","-","-","9.90832E-11","1.03992E-06","1.16193E-10","107.637","5.34543","439.339","2.85585E-09","1.4971","10.2567","40100.5","5.80215","156.847","4.23474E-09","3.18949E-05",0,0,"CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)OC)OC)CC=C(C)C)OC)C",0,231412,707,1,0,0,438.20423868,6,1,32,"InChI=1S/C26H30O6/c1-14(2)8-10-16-18(29-5)12-20-23(24(16)27)25(28)22-17(11-9-15(3)4)26(31-7)21(30-6)13-19(22)32-20/h8-9,12-13,27H,10-11H2,1-7H3","CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)OC)OC)CC=C(C)C)OC)C","1-hydroxy-3,6,7-trimethoxy-2,8-bis(3-methylbut-2-enyl)xanthen-9-one","C26H30O6",438.5,438.20423868,7,74.2,0,0,6.9
"7314","InChIKey","1,3,5,6-tetrahydroxyxanthone","CCEBJWKUMKKCDF-UHFFFAOYSA-N","OC1=CC(O)=C2C(OC3=C(C=CC(O)=C3O)C2=O)=C1","InChI=1S/C13H8O6/c14-5-3-8(16)10-9(4-5)19-13-6(11(10)17)1-2-7(15)12(13)18/h1-4,14-16,18H","C13H8O6","260.032088","OC1=CC(O)=C2C(OC3=C(C=CC(O)=C3O)C2=O)=C1","OC1=CC(O)=C2C(OC3=C(C=CC(O)=C3O)C2=O)=C1","8.66962","428.667","1.23595E-05","1.632","0.681","3.64754E-06","248.852","283.904","1.017","0.00601174","-","-","4.56037E-05","-","6.76083E-11","0.00013122","1.04699E-11","4.63928","44.3099","377.335","1.30433E-09","0.29321","9.39098","1458.73","1.76012","271.53","1.83632E-09","8.53209E-05",0,0,"C1=CC(=C(C2=C1C(=O)C3=C(C=C(C=C3O2)O)O)O)O",0,5479774,372,1,0,0,260.03208798,6,4,19,"InChI=1S/C13H8O6/c14-5-3-8(16)10-9(4-5)19-13-6(11(10)17)1-2-7(15)12(13)18/h1-4,14-16,18H","C1=CC(=C(C2=C1C(=O)C3=C(C=C(C=C3O2)O)O)O)O","1,3,5,6-tetrahydroxyxanthen-9-one","C13H8O6",260.2,260.03208798,0,107,0,0,2.1
"7316","InChIKey","Norathyriol","ZHTQCPCDXKMMLU-UHFFFAOYSA-N","OC1=CC(O)=C2C(OC3=CC(O)=C(O)C=C3C2=O)=C1","InChI=1S/C13H8O6/c14-5-1-9(17)12-11(2-5)19-10-4-8(16)7(15)3-6(10)13(12)18/h1-4,14-17H","C13H8O6","260.032088","OC1=CC(O)=C2C(OC3=CC(O)=C(O)C=C3C2=O)=C1","OC1=CC(O)=C2C(OC3=CC(O)=C(O)C=C3C2=O)=C1","9.52796","428.163","1.42561E-05","1.631","0.691","6.53131E-06","243.565","287.644","1.052","0.00545758","-","-","4.73151E-05","-","2.32274E-10","8.14704E-05","1.04975E-11","4.62838","40.6837","377.455","1.29957E-09","0.292549","9.39174","1337.49","1.78076","280.988","1.80065E-09","0.000525941",0,0,"C1=C(C=C2C(=C1O)C(=O)C3=CC(=C(C=C3O2)O)O)O",0,5281656,372,1,0,0,260.03208798,6,4,19,"InChI=1S/C13H8O6/c14-5-1-9(17)12-11(2-5)19-10-4-8(16)7(15)3-6(10)13(12)18/h1-4,14-17H","C1=C(C=C2C(=C1O)C(=O)C3=CC(=C(C=C3O2)O)O)O","1,3,6,7-tetrahydroxyxanthen-9-one","C13H8O6",260.2,260.03208798,0,107,0,0,2.1
"7324","InChIKey","9H-Xanthen-9-one, 1,3,7-trihydroxy-2-methoxy-","GLXRAYJUKLGHEP-UHFFFAOYSA-N","COC1=C(O)C2=C(OC3=C(C=C(O)C=C3)C2=O)C=C1O","InChI=1S/C14H10O6/c1-19-14-8(16)5-10-11(13(14)18)12(17)7-4-6(15)2-3-9(7)20-10/h2-5,15-16,18H,1H3","C14H10O6","274.047738","COC1=C(O)C2=C(OC3=C(C=C(O)C=C3)C2=O)C=C1O","COC1=C(O)C2=C(OC3=C(C=C(O)C=C3)C2=O)C=C1O","13.7404","419.973","2.18273E-05","1.552","0.822","3.27341E-06","232.546","270.743","0.987","0.00517607","-","-","6.82339E-05","-","9.37562E-11","6.83912E-05","1.61609E-11","43.4341","10.3224","388.992","8.3873E-09","0.291208","9.23763","1331.72","2.34949","259.876","2.84322E-09","0.000056613",0,0,"COC1=C(C2=C(C=C1O)OC3=C(C2=O)C=C(C=C3)O)O",0,12133315,386,1,0,0,274.04773804,6,3,20,"InChI=1S/C14H10O6/c1-19-14-8(16)5-10-11(13(14)18)12(17)7-4-6(15)2-3-9(7)20-10/h2-5,15-16,18H,1H3","COC1=C(C2=C(C=C1O)OC3=C(C2=O)C=C(C=C3)O)O","1,3,7-trihydroxy-2-methoxyxanthen-9-one","C14H10O6",274.22,274.04773804,1,96.2,0,0,2.4
"7326","InChIKey","1-Isomangostin","JUHXHWKPHWGZKL-UHFFFAOYSA-N","COC1=C(O)C=C2OC3=CC(O)=C4CCC(C)(C)OC4=C3C(=O)C2=C1CC=C(C)C","InChI=1S/C24H26O6/c1-12(2)6-7-14-19-17(11-16(26)22(14)28-5)29-18-10-15(25)13-8-9-24(3,4)30-23(13)20(18)21(19)27/h6,10-11,25-26H,7-9H2,1-5H3","C24H26O6","410.1729386","COC1=C(O)C=C2OC3=CC(O)=C4CCC(C)(C)OC4=C3C(=O)C2=C1CC=C(C)C","COC1=C(O)C=C2OC3=CC(O)=C4CCC(C)(C)OC4=C3C(=O)C2=C1CC=C(C)C","106.905","482.148","9.7499E-07","1.273","0.851","3.98107E-08","237.178","211.102","0.77","0.0015417","-","-","-","-","2.67917E-12","2.89734E-06","4.90661E-11","52.9828","88.0205","440.274","6.9862E-11","0.270662","9.59106","99168.9","5.89591","220.281","4.77654E-09","5.96054E-05",0,0,"CC(=CCC1=C(C(=CC2=C1C(=O)C3=C(O2)C=C(C4=C3OC(CC4)(C)C)O)O)OC)C",0,5281641,683,1,0,0,410.17293856,6,2,30,"InChI=1S/C24H26O6/c1-12(2)6-7-14-19-17(11-16(26)22(14)28-5)29-18-10-15(25)13-8-9-24(3,4)30-23(13)20(18)21(19)27/h6,10-11,25-26H,7-9H2,1-5H3","CC(=CCC1=C(C(=CC2=C1C(=O)C3=C(O2)C=C(C4=C3OC(CC4)(C)C)O)O)OC)C","5,9-dihydroxy-10-methoxy-2,2-dimethyl-11-(3-methylbut-2-enyl)-3,4-dihydropyrano[2,3-a]xanthen-12-one","C24H26O6",410.5,410.17293856,3,85.2,0,0,5.1
"7330","InChIKey","gamma-Mangostin","VEZXFTKZUMARDU-UHFFFAOYSA-N","CC(C)=CCC1=C(O)C2=C(OC3=C(C2=O)C(CC=C(C)C)=C(O)C(O)=C3)C=C1O","InChI=1S/C23H24O6/c1-11(2)5-7-13-15(24)9-18-20(22(13)27)23(28)19-14(8-6-12(3)4)21(26)16(25)10-17(19)29-18/h5-6,9-10,24-27H,7-8H2,1-4H3","C23H24O6","396.1572885","CC(C)=CCC1=C(O)C2=C(OC3=C(C2=O)C(CC=C(C)C)=C(O)C(O)=C3)C=C1O","CC(C)=CCC1=C(O)C2=C(OC3=C(C2=O)C(CC=C(C)C)=C(O)C(O)=C3)C=C1O","17.2187","505.391","1.06905E-06","1.49","0.797","1.03514E-08","274.695","222.977","0.664","0.00416869","-","-","1.98153E-06","-","1.63682E-12","4.51856E-06","1.17005E-10","54.8234","71.7775","395.335","9.0744E-11","0.209374","9.44209","182350","3.65067","237.433","3.76918E-10","0.00025337",0,0,"CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)O)CC=C(C)C)O)C",0,5464078,662,1,0,0,396.15728849,6,4,29,"InChI=1S/C23H24O6/c1-11(2)5-7-13-15(24)9-18-20(22(13)27)23(28)19-14(8-6-12(3)4)21(26)16(25)10-17(19)29-18/h5-6,9-10,24-27H,7-8H2,1-4H3","CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)O)CC=C(C)C)O)C","1,3,6,7-tetrahydroxy-2,8-bis(3-methylbut-2-enyl)xanthen-9-one","C23H24O6",396.4,396.15728849,4,107,0,0,5.9
"7331","InChIKey","GARCINONE D","TYALNCRUIKOKGP-UHFFFAOYSA-N","COC1=C(CCC(C)(C)O)C2=C(OC3=C(C(O)=C(CC=C(C)C)C(O)=C3)C2=O)C=C1O","InChI=1S/C24H28O7/c1-12(2)6-7-13-15(25)10-18-20(21(13)27)22(28)19-14(8-9-24(3,4)29)23(30-5)16(26)11-17(19)31-18/h6,10-11,25-27,29H,7-9H2,1-5H3","C24H28O7","428.1835032","COC1=C(CCC(C)(C)O)C2=C(OC3=C(C(O)=C(CC=C(C)C)C(O)=C3)C2=O)C=C1O","COC1=C(CCC(C)(C)O)C2=C(OC3=C(C(O)=C(CC=C(C)C)C(O)=C3)C2=O)C=C1O","31.1889","502.503","3.55631E-06","1.398","0.782","5.76766E-08","281.953","219.915","0.839","0.00143549","-","-","-","-","1.95434E-12","1.53462E-05","8.02327E-11","34.4408","88.0457","395.44","1.51036E-11","0.199348","9.44808","46398.2","3.70832","256.466","8.78404E-10","0.000220946",0,0,"CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)OC)CCC(C)(C)O)O)C",0,5495926,671,1,0,0,428.18350324,7,4,31,"InChI=1S/C24H28O7/c1-12(2)6-7-13-15(25)10-18-20(21(13)27)22(28)19-14(8-9-24(3,4)29)23(30-5)16(26)11-17(19)31-18/h6,10-11,25-27,29H,7-9H2,1-5H3","CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)OC)CCC(C)(C)O)O)C","1,3,6-trihydroxy-8-(3-hydroxy-3-methylbutyl)-7-methoxy-2-(3-methylbut-2-enyl)xanthen-9-one","C24H28O7",428.5,428.18350324,6,116,0,0,4.9
"7332","InChIKey","9H-Xanthen-9-one, 1,3,5,8-tetrahydroxy-2,4-bis(3-methyl-2-butenyl)-","OJXQLGQIDIPMTE-UHFFFAOYSA-N","CC(C)=CCC1=C(O)C(CC=C(C)C)=C2OC3=C(O)C=CC(O)=C3C(=O)C2=C1O","InChI=1S/C23H24O6/c1-11(2)5-7-13-19(26)14(8-6-12(3)4)22-18(20(13)27)21(28)17-15(24)9-10-16(25)23(17)29-22/h5-6,9-10,24-27H,7-8H2,1-4H3","C23H24O6","396.1572885","CC(C)=CCC1=C(O)C(CC=C(C)C)=C2OC3=C(O)C=CC(O)=C3C(=O)C2=C1O","CC(C)=CCC1=C(O)C(CC=C(C)C)=C2OC3=C(O)C=CC(O)=C3C(=O)C2=C1O","17.5792","505.139","1.2331E-06","1.491","0.829","8.59013E-09","272.491","222.654","0.642","0.00202768","-","-","-","-","1.72187E-12","4.53942E-06","1.40086E-10","54.4798","71.7176","395.16","1.57176E-11","0.209757","9.43868","211363","3.82895","276.337","3.90516E-10","2.51769E-06",0,0,"CC(=CCC1=C(C(=C2C(=C1O)C(=O)C3=C(C=CC(=C3O2)O)O)CC=C(C)C)O)C",0,5281633,662,1,0,0,396.15728849,6,4,29,"InChI=1S/C23H24O6/c1-11(2)5-7-13-19(26)14(8-6-12(3)4)22-18(20(13)27)21(28)17-15(24)9-10-16(25)23(17)29-22/h5-6,9-10,24-27H,7-8H2,1-4H3","CC(=CCC1=C(C(=C2C(=C1O)C(=O)C3=C(C=CC(=C3O2)O)O)CC=C(C)C)O)C","1,3,5,8-tetrahydroxy-2,4-bis(3-methylbut-2-enyl)xanthen-9-one","C23H24O6",396.4,396.15728849,4,107,0,0,5.9
"7549","InChIKey","6,11-Dihydroxy-2,2-dimethylpyrano[3,2-c]xanthen-7(2H)-one","FPDAJKRMMGCXCC-UHFFFAOYSA-N","CC1(C)OC2=C3OC4=C(C=CC=C4O)C(=O)C3=C(O)C=C2C=C1","InChI=1S/C18H14O5/c1-18(2)7-6-9-8-12(20)13-14(21)10-4-3-5-11(19)16(10)22-17(13)15(9)23-18/h3-8,19-20H,1-2H3","C18H14O5","310.0841236","CC1(C)OC2=C3OC4=C(C=CC=C4O)C(=O)C3=C(O)C=C2C=C1","CC1(C)OC2=C3OC4=C(C=CC=C4O)C(=O)C3=C(O)C=C2C=C1","59.9791","430.642","0.000005236","1.437","0.726","2.50611E-07","231.889","234.026","0.915","0.000651628","-","-","-","-","7.09578E-11","3.94457E-06","1.38461E-11","51.1058","70.7471","406.708","6.08138E-09","0.17382","9.32905","447985","3.02341","234.602","7.71291E-09","2.09365E-05",0,0,"CC1(C=CC2=CC(=C3C(=C2O1)OC4=C(C3=O)C=CC=C4O)O)C",0,15127378,528,1,0,0,310.08412355,5,2,23,"InChI=1S/C18H14O5/c1-18(2)7-6-9-8-12(20)13-14(21)10-4-3-5-11(19)16(10)22-17(13)15(9)23-18/h3-8,19-20H,1-2H3","CC1(C=CC2=CC(=C3C(=C2O1)OC4=C(C3=O)C=CC=C4O)O)C","6,11-dihydroxy-2,2-dimethylpyrano[3,2-c]xanthen-7-one","C18H14O5",310.3,310.08412355,0,76,0,0,3.7
"7644","InChIKey","Benzoic acid, 2,4-dihydroxy-6-methyl-, methyl ester","NCCWCZLEACWJIN-UHFFFAOYSA-N","COC(=O)C1=C(O)C=C(O)C=C1C","InChI=1S/C9H10O4/c1-5-3-6(10)4-7(11)8(5)9(12)13-2/h3-4,10-11H,1-2H3","C9H10O4","182.0579088","COC(=O)C1=C(O)C=C(O)C=C1C","COC(=O)C1=C(O)C=C(O)C=C1C","2.69153","286.839","0.000031842","1.282","0.481","0.000163682","140.718","114.071","0.212","-","40.531","154.248","0.000311172","9.4189","0.000255859","0.013366","1.7452E-11","12.4168","3.51559","281.965","5.46441E-10","0.415933","7.92202","81.418","1.24179","103.324","1.63289E-07","0.00720862",0,0,"CC1=CC(=CC(=C1C(=O)OC)O)O",0,76658,192,1,0,0,182.0579088,4,2,13,"InChI=1S/C9H10O4/c1-5-3-6(10)4-7(11)8(5)9(12)13-2/h3-4,10-11H,1-2H3","CC1=CC(=CC(=C1C(=O)OC)O)O","methyl 2,4-dihydroxy-6-methylbenzoate","C9H10O4",182.17,182.0579088,2,66.8,0,0,2
